Timestamp,LogLevel,Message
"2024-10-27 18:43:31,736",INFO,All requirements installed successfully.
"2024-10-27 18:43:31,736",INFO,Backup file `backup/url-list.csv` not required.
"2024-10-27 18:43:31,737",INFO,URLs loaded from `data/input/url-list.csv`
"2024-10-27 18:43:32,182",INFO,Successfully fetched robots.txt from https://fvtc.edu/robots.txt
"2024-10-27 18:43:32,182",INFO,"Disallowed paths for domain ""fvtc.edu"": /date/, /default.aspx?, /ev/, login?, /PID/, /rss/, /tabid/, /tag/, register?, sendpassword?, /category/, /acat/, /pager/, /Admin/, /App_Browser/, /App_Code/, /App_Data/, /App_GlobalResources/, /bin/, /Components/, /Config/, /Controls/, /Documentation/, /Install/, /Providers/, /global-education/tag/, *captcha* # remove captcha images that resolve as pages, *LinkClick.aspx"
"2024-10-27 18:43:32,860",INFO,Successfully fetched https://fvtc.edu/
"2024-10-27 18:43:32,917",INFO,Word count completed for https://fvtc.edu/
"2024-10-27 18:43:33,219",INFO,Successfully fetched robots.txt from https://www.nwtc.edu/robots.txt
"2024-10-27 18:43:33,220",INFO,"Disallowed paths for domain ""www.nwtc.edu"": /File, /Hidden, /admin, /academics-and-training/tuition-and-fees"
"2024-10-27 18:43:34,175",INFO,Successfully fetched https://www.nwtc.edu/
"2024-10-27 18:43:34,229",INFO,Word count completed for https://www.nwtc.edu/
"2024-10-27 18:43:34,461",INFO,Successfully fetched robots.txt from https://www.morainepark.edu/robots.txt
"2024-10-27 18:43:34,461",INFO,"Disallowed paths for domain ""www.morainepark.edu"": /wp-admin/, /*?school-year-override*"
"2024-10-27 18:43:34,597",INFO,Successfully fetched https://www.morainepark.edu/
"2024-10-27 18:43:34,635",INFO,Word count completed for https://www.morainepark.edu/
"2024-10-27 18:43:34,874",INFO,Successfully fetched robots.txt from https://gotoltc.edu/robots.txt
"2024-10-27 18:43:34,875",INFO,"Disallowed paths for domain ""gotoltc.edu"": /core/, /profiles/, /README.md, /composer/Metapackage/README.txt, /composer/Plugin/ProjectMessage/README.md, /composer/Plugin/Scaffold/README.md, /composer/Plugin/VendorHardening/README.txt, /composer/Template/README.txt, /modules/README.txt, /sites/README.txt, /themes/README.txt, /web.config, /admin/, /comment/reply/, /filter/tips, /node/add/, /search/, /user/register, /user/password, /user/login, /user/logout, /media/oembed, /*/media/oembed, /index.php/admin/, /index.php/comment/reply/, /index.php/filter/tips, /index.php/node/add/, /index.php/search/, /index.php/user/password, /index.php/user/register, /index.php/user/login, /index.php/user/logout, /index.php/media/oembed, /index.php/*/media/oembed"
"2024-10-27 18:43:35,081",INFO,Successfully fetched https://gotoltc.edu/
"2024-10-27 18:43:35,122",INFO,Word count completed for https://gotoltc.edu/
"2024-10-27 18:43:35,502",INFO,Successfully fetched robots.txt from https://madisoncollege.edu/robots.txt
"2024-10-27 18:43:35,505",INFO,"Disallowed paths for domain ""madisoncollege.edu"": /core/, /profiles/, /README.md, /composer/Metapackage/README.txt, /composer/Plugin/ProjectMessage/README.md, /composer/Plugin/Scaffold/README.md, /composer/Plugin/VendorHardening/README.txt, /composer/Template/README.txt, /modules/README.txt, /sites/README.txt, /themes/README.txt, /web.config, /admin/, /comment/reply/, /filter/tips, /node/add/, /search/, /user/register, /user/password, /user/login, /user/logout, /media/oembed, /*/media/oembed, /index.php/admin/, /index.php/comment/reply/, /index.php/filter/tips, /index.php/node/add/, /index.php/search/, /index.php/user/password, /index.php/user/register, /index.php/user/login, /index.php/user/logout, /index.php/media/oembed, /index.php/*/media/oembed, /taxonomy/, /csvtable/, /help-widget/, /contact-widget/, /cta-widget/, /*?*"
"2024-10-27 18:43:35,774",INFO,Successfully fetched https://madisoncollege.edu/
"2024-10-27 18:43:35,857",INFO,Word count completed for https://madisoncollege.edu/
"2024-10-27 18:43:36,034",INFO,Successfully fetched robots.txt from https://www.mstc.edu/robots.txt
"2024-10-27 18:43:36,034",INFO,"Disallowed paths for domain ""www.mstc.edu"": /core/, /profiles/, /README.txt, /web.config, /admin/, /comment/reply/, /filter/tips, /node/add/, /search/, /user/register/, /user/password/, /user/login/, /user/logout/, /index.php/admin/, /index.php/comment/reply/, /index.php/filter/tips, /index.php/node/add/, /index.php/search/, /index.php/user/password/, /index.php/user/register/, /index.php/user/login/, /index.php/user/logout/"
"2024-10-27 18:43:36,160",INFO,Successfully fetched https://www.mstc.edu/
"2024-10-27 18:43:36,288",INFO,Word count completed for https://www.mstc.edu/
"2024-10-27 18:43:36,538",INFO,Successfully fetched robots.txt from https://www.matc.edu/robots.txt
"2024-10-27 18:43:36,538",INFO,"Disallowed paths for domain ""www.matc.edu"":"
"2024-10-27 18:43:36,538",INFO,Skipping https://www.matc.edu/ due to disallowed path.
"2024-10-27 18:43:36,700",INFO,Successfully fetched robots.txt from https://www.ntc.edu/robots.txt
"2024-10-27 18:43:36,700",INFO,"Disallowed paths for domain ""www.ntc.edu"": /core/, /profiles/, /README.txt, /web.config, /admin/, /comment/reply/, /filter/tips, /node/add/, /search/, /user/register/, /user/password/, /user/login/, /user/logout/, /class-cart/, /index.php/admin/, /index.php/comment/reply/, /index.php/filter/tips, /index.php/node/add/, /index.php/search/, /index.php/user/password/, /index.php/user/register/, /index.php/user/login/, /index.php/user/logout/, /index.php/class-cart/"
"2024-10-27 18:43:36,802",INFO,Successfully fetched https://www.ntc.edu/
"2024-10-27 18:43:36,829",INFO,Word count completed for https://www.ntc.edu/
"2024-10-27 18:43:36,999",INFO,Successfully fetched robots.txt from https://www.wctc.edu/robots.txt
"2024-10-27 18:43:37,000",INFO,"Disallowed paths for domain ""www.wctc.edu"": /Views/Display/Blocks, /*?*PrintPage=yes*"
"2024-10-27 18:43:37,292",INFO,Successfully fetched https://www.wctc.edu/
"2024-10-27 18:43:37,317",INFO,Word count completed for https://www.wctc.edu/
"2024-10-27 18:43:37,566",INFO,Successfully fetched robots.txt from https://www.gtc.edu/robots.txt
"2024-10-27 18:43:37,566",INFO,"Disallowed paths for domain ""www.gtc.edu"": /core/, /profiles/, /README.md, /composer/Metapackage/README.txt, /composer/Plugin/ProjectMessage/README.md, /composer/Plugin/Scaffold/README.md, /composer/Plugin/VendorHardening/README.txt, /composer/Template/README.txt, /modules/README.txt, /sites/README.txt, /themes/README.txt, /web.config, /admin/, /comment/reply/, /filter/tips, /node/add/, /search/, /user/register, /user/password, /user/login, /user/logout, /media/oembed, /*/media/oembed, /index.php/admin/, /index.php/comment/reply/, /index.php/filter/tips, /index.php/node/add/, /index.php/search/, /index.php/user/password, /index.php/user/register, /index.php/user/login, /index.php/user/logout, /index.php/media/oembed, /index.php/*/media/oembed, /sites/default/files/files/user*/, /sites/default/files/articles/, /intranet/, /landing/, /webform/adword-form/, /directory-entry/, /i-choose-gateway/feature/, /transfer-agreement-entry/, /happening/, /additional-information-collection/"
"2024-10-27 18:43:37,775",INFO,Successfully fetched https://www.gtc.edu/
"2024-10-27 18:43:37,800",INFO,Word count completed for https://www.gtc.edu/
"2024-10-27 18:43:38,084",INFO,Successfully fetched robots.txt from https://www.westerntc.edu/robots.txt
"2024-10-27 18:43:38,084",INFO,"Disallowed paths for domain ""www.westerntc.edu"": /includes/, /misc/, /modules/, /profiles/, /scripts/, /themes/, /CHANGELOG.txt, /cron.php, /INSTALL.mysql.txt, /INSTALL.pgsql.txt, /INSTALL.sqlite.txt, /install.php, /INSTALL.txt, /LICENSE.txt, /MAINTAINERS.txt, /update.php, /UPGRADE.txt, /xmlrpc.php, /admin/, /comment/reply/, /filter/tips/, /node/add/, /search/, /user/register/, /user/password/, /user/login/, /user/logout/, /?q=admin/, /?q=comment/reply/, /?q=filter/tips/, /?q=node/add/, /?q=search/, /?q=user/password/, /?q=user/register/, /?q=user/login/, /?q=user/logout/"
"2024-10-27 18:43:38,271",INFO,Successfully fetched https://www.westerntc.edu/
"2024-10-27 18:43:38,320",INFO,Word count completed for https://www.westerntc.edu/
"2024-10-27 18:43:38,634",INFO,Successfully fetched robots.txt from https://www.wisc.edu/robots.txt
"2024-10-27 18:43:38,635",INFO,"Disallowed paths for domain ""www.wisc.edu"": None"
"2024-10-27 18:43:38,771",INFO,Successfully fetched https://www.wisc.edu/
"2024-10-27 18:43:38,790",INFO,Word count completed for https://www.wisc.edu/
"2024-10-27 18:43:38,967",WARNING,"Failed to fetch https://www.uwm.edu/robots.txt, trying next protocol..."
"2024-10-27 18:43:39,356",INFO,Successfully fetched robots.txt from http://www.uwm.edu/robots.txt
