Timestamp,LogLevel,Message
"2024-11-02 21:35:31,101",INFO,U- Refreshed contents of log file for this runtime: logs/scraper.log
"2024-11-02 21:35:32,317",INFO,"U- All requirements are met, for details check: logs/scraper.log"
"2024-11-02 21:35:32,317",WARNING,"U- Warning/Error during installation, check scraper.log for details:"
"2024-11-02 21:35:32,318",INFO,U- URLs loaded from `data/input/url-list.csv`
"2024-11-02 21:35:32,318",INFO,"Details for website https://fvtc.edu/: {'Category': 'College', 'State': 'WI', 'City': 'Appleton', 'Institution': 'Fox Valley Technical College'}"
"2024-11-02 21:35:32,558",INFO,R- Successfully read robots.txt from https://fvtc.edu/robots.txt
"2024-11-02 21:35:32,559",INFO,"R- Disallowed paths for domain fvtc.edu: /date/, /default.aspx?, /ev/, login?, /PID/, /rss/, /tabid/, /tag/, register?, sendpassword?, /category/, /acat/, /pager/, /Admin/, /App_Browser/, /App_Code/, /App_Data/, /App_GlobalResources/, /bin/, /Components/, /Config/, /Controls/, /Documentation/, /Install/, /Providers/, /global-education/tag/, *captcha* # remove captcha images that resolve as pages, *LinkClick.aspx"
"2024-11-02 21:35:32,559",INFO,Sending HTTP request to https://fvtc.edu/
"2024-11-02 21:35:33,181",INFO,Successfully fetched https://fvtc.edu/
"2024-11-02 21:35:33,235",INFO,Word count completed for https://fvtc.edu/
"2024-11-02 21:35:33,356",INFO,"Details for website https://www.nwtc.edu/: {'Category': 'College', 'State': 'WI', 'City': 'Green Bay', 'Institution': 'Northeast Wisconsin Technical College'}"
"2024-11-02 21:35:33,663",INFO,R- Successfully read robots.txt from https://www.nwtc.edu/robots.txt
"2024-11-02 21:35:33,664",INFO,"R- Disallowed paths for domain www.nwtc.edu: /File, /Hidden, /admin, /academics-and-training/tuition-and-fees"
"2024-11-02 21:35:33,664",INFO,Sending HTTP request to https://www.nwtc.edu/
"2024-11-02 21:35:34,109",INFO,Successfully fetched https://www.nwtc.edu/
"2024-11-02 21:35:34,170",INFO,Word count completed for https://www.nwtc.edu/
"2024-11-02 21:35:34,287",INFO,"Details for website https://www.morainepark.edu/: {'Category': 'College', 'State': 'WI', 'City': 'West Bend', 'Institution': 'Moraine Park Technical College'}"
"2024-11-02 21:35:34,585",INFO,R- Successfully read robots.txt from https://www.morainepark.edu/robots.txt
"2024-11-02 21:35:34,585",INFO,"R- Disallowed paths for domain www.morainepark.edu: /wp-admin/, /*?school-year-override*"
"2024-11-02 21:35:34,586",INFO,Sending HTTP request to https://www.morainepark.edu/
"2024-11-02 21:35:34,738",INFO,Successfully fetched https://www.morainepark.edu/
"2024-11-02 21:35:34,775",INFO,Word count completed for https://www.morainepark.edu/
"2024-11-02 21:35:34,883",INFO,"Details for website https://gotoltc.edu/: {'Category': 'College', 'State': 'WI', 'City': 'Cleveland', 'Institution': 'Lakeshore Technical College'}"
"2024-11-02 21:35:35,159",INFO,R- Successfully read robots.txt from https://gotoltc.edu/robots.txt
"2024-11-02 21:35:35,160",INFO,"R- Disallowed paths for domain gotoltc.edu: /core/, /profiles/, /README.md, /composer/Metapackage/README.txt, /composer/Plugin/ProjectMessage/README.md, /composer/Plugin/Scaffold/README.md, /composer/Plugin/VendorHardening/README.txt, /composer/Template/README.txt, /modules/README.txt, /sites/README.txt, /themes/README.txt, /web.config, /admin/, /comment/reply/, /filter/tips, /node/add/, /search/, /user/register, /user/password, /user/login, /user/logout, /media/oembed, /*/media/oembed, /index.php/admin/, /index.php/comment/reply/, /index.php/filter/tips, /index.php/node/add/, /index.php/search/, /index.php/user/password, /index.php/user/register, /index.php/user/login, /index.php/user/logout, /index.php/media/oembed, /index.php/*/media/oembed"
"2024-11-02 21:35:35,160",INFO,Sending HTTP request to https://gotoltc.edu/
"2024-11-02 21:35:35,337",INFO,Successfully fetched https://gotoltc.edu/
"2024-11-02 21:35:35,364",INFO,Word count completed for https://gotoltc.edu/
"2024-11-02 21:35:35,475",INFO,"Details for website https://madisoncollege.edu/: {'Category': 'College', 'State': 'WI', 'City': 'Madison', 'Institution': 'Madison College'}"
"2024-11-02 21:35:35,875",INFO,R- Successfully read robots.txt from https://madisoncollege.edu/robots.txt
"2024-11-02 21:35:35,875",INFO,"R- Disallowed paths for domain madisoncollege.edu: /core/, /profiles/, /README.md, /composer/Metapackage/README.txt, /composer/Plugin/ProjectMessage/README.md, /composer/Plugin/Scaffold/README.md, /composer/Plugin/VendorHardening/README.txt, /composer/Template/README.txt, /modules/README.txt, /sites/README.txt, /themes/README.txt, /web.config, /admin/, /comment/reply/, /filter/tips, /node/add/, /search/, /user/register, /user/password, /user/login, /user/logout, /media/oembed, /*/media/oembed, /index.php/admin/, /index.php/comment/reply/, /index.php/filter/tips, /index.php/node/add/, /index.php/search/, /index.php/user/password, /index.php/user/register, /index.php/user/login, /index.php/user/logout, /index.php/media/oembed, /index.php/*/media/oembed, /taxonomy/, /csvtable/, /help-widget/, /contact-widget/, /cta-widget/, /*?*"
"2024-11-02 21:35:35,875",INFO,Sending HTTP request to https://madisoncollege.edu/
"2024-11-02 21:35:36,111",INFO,Successfully fetched https://madisoncollege.edu/
"2024-11-02 21:35:36,158",INFO,Word count completed for https://madisoncollege.edu/
"2024-11-02 21:35:36,269",INFO,"Details for website https://www.mstc.edu/: {'Category': 'College', 'State': 'WI', 'City': 'Stevens Point', 'Institution': 'Mid-State Technical College'}"
"2024-11-02 21:35:36,352",INFO,R- Successfully read robots.txt from https://www.mstc.edu/robots.txt
"2024-11-02 21:35:36,352",INFO,"R- Disallowed paths for domain www.mstc.edu: /core/, /profiles/, /README.txt, /web.config, /admin/, /comment/reply/, /filter/tips, /node/add/, /search/, /user/register/, /user/password/, /user/login/, /user/logout/, /index.php/admin/, /index.php/comment/reply/, /index.php/filter/tips, /index.php/node/add/, /index.php/search/, /index.php/user/password/, /index.php/user/register/, /index.php/user/login/, /index.php/user/logout/"
"2024-11-02 21:35:36,352",INFO,Sending HTTP request to https://www.mstc.edu/
"2024-11-02 21:35:36,552",INFO,Successfully fetched https://www.mstc.edu/
"2024-11-02 21:35:36,644",INFO,Word count completed for https://www.mstc.edu/
"2024-11-02 21:35:36,763",INFO,"Details for website https://www.matc.edu/: {'Category': 'College', 'State': 'WI', 'City': 'Milwaukee', 'Institution': 'Milwaukee Area Technical College'}"
"2024-11-02 21:35:36,974",INFO,R- Successfully read robots.txt from https://www.matc.edu/robots.txt
"2024-11-02 21:35:36,975",INFO,R- Disallowed paths for domain www.matc.edu:
"2024-11-02 21:35:36,976",INFO,Skipping https://www.matc.edu/ due to disallowed path.
"2024-11-02 21:35:36,976",INFO,"Details for website https://www.ntc.edu/: {'Category': 'College', 'State': 'WI', 'City': 'Wausau', 'Institution': 'Northcentral Technical College'}"
"2024-11-02 21:35:37,108",INFO,R- Successfully read robots.txt from https://www.ntc.edu/robots.txt
"2024-11-02 21:35:37,108",INFO,"R- Disallowed paths for domain www.ntc.edu: /core/, /profiles/, /README.txt, /web.config, /admin/, /comment/reply/, /filter/tips, /node/add/, /search/, /user/register/, /user/password/, /user/login/, /user/logout/, /class-cart/, /index.php/admin/, /index.php/comment/reply/, /index.php/filter/tips, /index.php/node/add/, /index.php/search/, /index.php/user/password/, /index.php/user/register/, /index.php/user/login/, /index.php/user/logout/, /index.php/class-cart/"
"2024-11-02 21:35:37,109",INFO,Sending HTTP request to https://www.ntc.edu/
"2024-11-02 21:35:37,224",INFO,Successfully fetched https://www.ntc.edu/
"2024-11-02 21:35:37,264",INFO,Word count completed for https://www.ntc.edu/
"2024-11-02 21:35:37,374",INFO,"Details for website https://www.wctc.edu/: {'Category': 'College', 'State': 'WI', 'City': 'Waukesha', 'Institution': 'Waukesha County Technical College'}"
"2024-11-02 21:35:37,552",INFO,R- Successfully read robots.txt from https://www.wctc.edu/robots.txt
"2024-11-02 21:35:37,552",INFO,"R- Disallowed paths for domain www.wctc.edu: /Views/Display/Blocks, /*?*PrintPage=yes*"
"2024-11-02 21:35:37,553",INFO,Sending HTTP request to https://www.wctc.edu/
"2024-11-02 21:35:37,841",INFO,Successfully fetched https://www.wctc.edu/
"2024-11-02 21:35:37,879",INFO,Word count completed for https://www.wctc.edu/
"2024-11-02 21:35:37,987",INFO,"Details for website https://www.gtc.edu/: {'Category': 'College', 'State': 'WI', 'City': 'Kenosha', 'Institution': 'Gateway Technical College'}"
"2024-11-02 21:35:38,261",INFO,R- Successfully read robots.txt from https://www.gtc.edu/robots.txt
"2024-11-02 21:35:38,261",INFO,"R- Disallowed paths for domain www.gtc.edu: /core/, /profiles/, /README.md, /composer/Metapackage/README.txt, /composer/Plugin/ProjectMessage/README.md, /composer/Plugin/Scaffold/README.md, /composer/Plugin/VendorHardening/README.txt, /composer/Template/README.txt, /modules/README.txt, /sites/README.txt, /themes/README.txt, /web.config, /admin/, /comment/reply/, /filter/tips, /node/add/, /search/, /user/register, /user/password, /user/login, /user/logout, /media/oembed, /*/media/oembed, /index.php/admin/, /index.php/comment/reply/, /index.php/filter/tips, /index.php/node/add/, /index.php/search/, /index.php/user/password, /index.php/user/register, /index.php/user/login, /index.php/user/logout, /index.php/media/oembed, /index.php/*/media/oembed, /sites/default/files/files/user*/, /sites/default/files/articles/, /intranet/, /landing/, /webform/adword-form/, /directory-entry/, /i-choose-gateway/feature/, /transfer-agreement-entry/, /happening/, /additional-information-collection/"
"2024-11-02 21:35:38,262",INFO,Sending HTTP request to https://www.gtc.edu/
"2024-11-02 21:35:38,478",INFO,Successfully fetched https://www.gtc.edu/
"2024-11-02 21:35:38,497",INFO,Word count completed for https://www.gtc.edu/
"2024-11-02 21:35:38,612",INFO,"Details for website https://www.westerntc.edu/: {'Category': 'College', 'State': 'WI', 'City': 'La Crosse', 'Institution': 'Western Technical College'}"
"2024-11-02 21:35:38,839",INFO,R- Successfully read robots.txt from https://www.westerntc.edu/robots.txt
"2024-11-02 21:35:38,840",INFO,"R- Disallowed paths for domain www.westerntc.edu: /includes/, /misc/, /modules/, /profiles/, /scripts/, /themes/, /CHANGELOG.txt, /cron.php, /INSTALL.mysql.txt, /INSTALL.pgsql.txt, /INSTALL.sqlite.txt, /install.php, /INSTALL.txt, /LICENSE.txt, /MAINTAINERS.txt, /update.php, /UPGRADE.txt, /xmlrpc.php, /admin/, /comment/reply/, /filter/tips/, /node/add/, /search/, /user/register/, /user/password/, /user/login/, /user/logout/, /?q=admin/, /?q=comment/reply/, /?q=filter/tips/, /?q=node/add/, /?q=search/, /?q=user/password/, /?q=user/register/, /?q=user/login/, /?q=user/logout/"
"2024-11-02 21:35:38,840",INFO,Sending HTTP request to https://www.westerntc.edu/
"2024-11-02 21:35:39,016",INFO,Successfully fetched https://www.westerntc.edu/
"2024-11-02 21:35:39,053",INFO,Word count completed for https://www.westerntc.edu/
"2024-11-02 21:35:39,281",INFO,"Details for website https://www.wisc.edu/: {'Category': 'College', 'State': 'WI', 'City': 'Madison', 'Institution': 'University of Wisconsin-Madison'}"
